Date,Currency,Mean,Buy,Sell
02/10/2015,KES / USHS,35.3468,35.2651,35.4285
02/10/2015,KES / TSHS,20.7579,20.6902,20.8257
02/10/2015,KES / RWF,7.0255,6.9853,7.0658
02/10/2015,KES / BIF,14.7231,14.6611,14.7851
02/10/2015,AE DIRHAM,28.4229,28.3918,28.4539
02/10/2015,CAN $,78.8685,78.7782,78.9588
02/10/2015,S FRANC,106.7317,106.6078,106.8556
02/10/2015,JPY (100),87.0097,86.9193,87.1002
02/10/2015,SW KRONER,12.4532,12.4367,12.4696
02/10/2015,NOR KRONER,12.3533,12.3298,12.3767
02/10/2015,DAN KRONER,15.6394,15.6232,15.6555
02/10/2015,IND RUPEE,1.59,1.5883,1.5918
02/10/2015,HONGKONG DOLLAR,13.4711,13.4582,13.484
02/10/2015,SINGAPORE DOLLAR,72.7233,72.6284,72.8182
02/10/2015,SAUDI RIYAL,27.8359,27.8081,27.8636
02/10/2015,CHINESE YUAN,16.4244,16.4083,16.4405
02/10/2015,AUSTRALIAN $,73.4414,73.3503,73.5325
05/10/2015,US DOLLAR,103.9313,103.8361,104.0265
05/10/2015,STG POUND,157.9397,157.7783,158.1011
05/10/2015,EURO,116.61,116.4844,116.7356
05/10/2015,SA RAND,7.5954,7.5868,7.604
05/10/2015,KES / USHS,35.5043,35.4237,35.5849
05/10/2015,KES / TSHS,20.8792,20.812,20.9465
05/10/2015,KES / RWF,7.0661,7.0259,7.1062
05/10/2015,KES / BIF,14.9042,14.7943,15.014
05/10/2015,AE DIRHAM,28.2956,28.2693,28.3219
05/10/2015,CAN $,79.0954,79.0109,79.1798
05/10/2015,S FRANC,107.0298,106.9153,107.1444
05/10/2015,JPY (100),86.5806,86.4868,86.6743
05/10/2015,SW KRONER,12.4419,12.4283,12.4556
05/10/2015,NOR KRONER,12.4241,12.4102,12.438
05/10/2015,DAN KRONER,15.6476,15.6323,15.6629
05/10/2015,IND RUPEE,1.5919,1.5903,1.5935
05/10/2015,HONGKONG DOLLAR,13.4105,13.3982,13.4228
05/10/2015,SINGAPORE DOLLAR,72.6082,72.5163,72.7
05/10/2015,SAUDI RIYAL,27.7132,27.6867,27.7397
05/10/2015,CHINESE YUAN,16.3516,16.3362,16.3669
05/10/2015,AUSTRALIAN $,73.5002,73.4121,73.5883
06/10/2015,S FRANC,105.6003,105.4418,105.7587
06/10/2015,JPY (100),85.5531,85.4614,85.6447
06/10/2015,KES / RWF,7.1254,7.0844,7.1664
06/10/2015,KES / BIF,15.0293,14.9659,15.0927
06/10/2015,AE DIRHAM,28.0611,28.0296,28.0927
06/10/2015,CAN $,78.8688,78.7728,78.9649
06/10/2015,US DOLLAR,103.0658,102.9639,103.1676
06/10/2015,STG POUND,156.305,156.1333,156.4767
06/10/2015,EURO,115.2781,115.1561,115.4
06/10/2015,SA RAND,7.5905,7.5802,7.6008
06/10/2015,KES / USHS,35.7054,35.6216,35.7892
06/10/2015,KES / TSHS,21.0837,21.0143,21.153
06/10/2015,SW KRONER,12.3794,12.3633,12.3955
06/10/2015,NOR KRONER,12.2743,12.2592,12.2893
06/10/2015,DAN KRONER,15.4487,15.4322,15.4651
06/10/2015,IND RUPEE,1.5789,1.5773,1.5806
06/10/2015,HONGKONG DOLLAR,13.2988,13.2857,13.312
06/10/2015,SINGAPORE DOLLAR,72.3878,72.3061,72.4695
06/10/2015,SAUDI RIYAL,27.4831,27.4468,27.5194
06/10/2015,CHINESE YUAN,16.2154,16.199,16.2318
06/10/2015,AUSTRALIAN $,73.4138,73.3206,73.5069
07/10/2015,US DOLLAR,103.1556,103.0583,103.2529
07/10/2015,STG POUND,156.9081,156.7317,157.0844
07/10/2015,EURO,116.0203,115.8906,116.15
07/10/2015,SA RAND,7.6624,7.6535,7.6713
07/10/2015,KES / USHS,35.7713,35.6891,35.8535
07/10/2015,KES / TSHS,21.0556,20.9873,21.124
07/10/2015,KES / RWF,7.1192,7.0785,7.1598
07/10/2015,KES / BIF,14.9658,14.8548,15.0769
07/10/2015,AE DIRHAM,28.0841,28.0538,28.1144
07/10/2015,CAN $,79.253,79.1599,79.346
07/10/2015,S FRANC,106.7423,106.5863,106.8982
07/10/2015,JPY (100),85.9595,85.8676,86.0513
07/10/2015,SW KRONER,12.514,12.4987,12.5292
07/10/2015,NOR KRONER,12.4737,12.456,12.4914
07/10/2015,DAN KRONER,15.5678,15.5508,15.5849
07/10/2015,IND RUPEE,1.5806,1.579,1.5822
07/10/2015,HONGKONG DOLLAR,13.3104,13.2978,13.323
07/10/2015,SINGAPORE DOLLAR,72.714,72.6326,72.7954
07/10/2015,SAUDI RIYAL,27.5071,27.48,27.5341
07/10/2015,CHINESE YUAN,16.2295,16.2138,16.2452
07/10/2015,AUSTRALIAN $,74.1792,74.0886,74.2698
08/10/2015,US DOLLAR,103.3171,103.2194,103.4147
08/10/2015,STG POUND,158.1708,157.9983,158.3433
08/10/2015,EURO,116.1786,116.0589,116.2983
08/10/2015,SA RAND,7.6443,7.6343,7.6544
08/10/2015,KES / USHS,35.667,35.5849,35.7491
08/10/2015,KES / TSHS,21.0034,20.9351,21.0716
08/10/2015,KES / RWF,7.1181,7.0775,7.1587
08/10/2015,KES / BIF,14.9927,14.9302,15.0553
08/10/2015,AE DIRHAM,28.1292,28.1022,28.1561
08/10/2015,CAN $,79.0702,78.9804,79.1601
08/10/2015,S FRANC,106.3261,106.2147,106.4375
08/10/2015,JPY (100),86.2197,86.1239,86.3156
08/10/2015,SW KRONER,12.5338,12.5189,12.5487
08/10/2015,NOR KRONER,12.5829,12.5664,12.5994
08/10/2015,DAN KRONER,15.5933,15.5775,15.6091
08/10/2015,IND RUPEE,1.5862,1.5846,1.5878
08/10/2015,HONGKONG DOLLAR,13.3312,13.3186,13.3438
08/10/2015,SINGAPORE DOLLAR,73.1397,73.0499,73.2295
08/10/2015,SAUDI RIYAL,27.5501,27.523,27.5773
08/10/2015,CHINESE YUAN,16.2675,16.2514,16.2835
08/10/2015,AUSTRALIAN $,74.1249,74.0393,74.2104
09/10/2015,US DOLLAR,103.0828,102.9833,103.1824
09/10/2015,STG POUND,158.4292,158.2633,158.595
09/10/2015,EURO,116.2542,116.1333,116.375
09/10/2015,SA RAND,7.7533,7.7441,7.7626
09/10/2015,KES / USHS,35.6995,35.6166,35.7825
09/10/2015,KES / TSHS,21.0511,20.9823,21.1199
09/10/2015,KES / RWF,7.1362,7.0954,7.1771
09/10/2015,KES / BIF,14.9754,14.9124,15.0384
09/10/2015,AE DIRHAM,28.0654,28.0379,28.0929
09/10/2015,CAN $,79.4412,79.3522,79.5301
09/10/2015,S FRANC,106.7,106.5749,106.8251
09/10/2015,JPY (100),85.9382,85.8481,86.0283
09/10/2015,SW KRONER,12.5015,12.486,12.517
09/10/2015,NOR KRONER,12.6695,12.6542,12.6848
09/10/2015,DAN KRONER,15.5898,15.5736,15.606
09/10/2015,IND RUPEE,1.5899,1.5883,1.5916
09/10/2015,HONGKONG DOLLAR,13.301,13.2882,13.3139
09/10/2015,SINGAPORE DOLLAR,73.6175,73.5385,73.6964
09/10/2015,SAUDI RIYAL,27.4877,27.46,27.5153
09/10/2015,CHINESE YUAN,16.2363,16.2199,16.2528
09/10/2015,AUSTRALIAN $,74.9928,74.8998,75.0858
12/10/2015,US DOLLAR,103.0214,102.9222,103.1206
12/10/2015,STG POUND,157.8483,157.6861,158.0106
12/10/2015,EURO,117.0022,116.8672,117.1372
12/10/2015,SA RAND,7.7055,7.6964,7.7147
12/10/2015,KES / USHS,35.5752,35.4924,35.658
12/10/2015,KES / TSHS,21.0637,20.9948,21.1325
12/10/2015,KES / RWF,7.1405,7.0996,7.1813
12/10/2015,KES / BIF,14.9193,14.8564,14.9822
12/10/2015,AE DIRHAM,28.0483,28.0205,28.0761
12/10/2015,CAN $,79.7472,79.6673,79.8271
12/10/2015,S FRANC,107.2247,107.0879,107.3614
12/10/2015,JPY (100),85.7476,85.6472,85.848
12/10/2015,SW KRONER,12.5763,12.5619,12.5907
12/10/2015,NOR KRONER,12.7532,12.7362,12.7702
12/10/2015,DAN KRONER,15.701,15.6836,15.7184
12/10/2015,IND RUPEE,1.5906,1.589,1.5922
12/10/2015,HONGKONG DOLLAR,13.2936,13.2808,13.3064
12/10/2015,SINGAPORE DOLLAR,73.5421,73.4686,73.6155
12/10/2015,SAUDI RIYAL,27.4709,27.443,27.4988
12/10/2015,CHINESE YUAN,16.2803,16.2599,16.3006
12/10/2015,AUSTRALIAN $,75.525,75.4317,75.6183
13/10/2015,US DOLLAR,102.9543,102.8528,103.0559
13/10/2015,STG POUND,157.715,157.54,157.89
13/10/2015,EURO,117.0558,116.9239,117.1878
13/10/2015,SA RAND,7.6998,7.6905,7.7091
13/10/2015,KES / USHS,35.647,35.5632,35.7307
13/10/2015,KES / TSHS,21.1259,21.0565,21.1953
13/10/2015,KES / RWF,6.7263,6.6663,6.7864
13/10/2015,KES / BIF,15.105,14.8473,15.3627
13/10/2015,AE DIRHAM,28.0293,27.9978,28.0607
13/10/2015,CAN $,78.8983,78.8023,78.9942
13/10/2015,S FRANC,106.8657,106.7048,107.0266
13/10/2015,JPY (100),85.8883,85.7964,85.9802
13/10/2015,SW KRONER,12.594,12.578,12.6099
13/10/2015,NOR KRONER,12.7128,12.6946,12.731
13/10/2015,DAN KRONER,15.6825,15.6647,15.7004
13/10/2015,IND RUPEE,1.5857,1.584,1.5874
13/10/2015,HONGKONG DOLLAR,13.2844,13.2713,13.2975
13/10/2015,SINGAPORE DOLLAR,73.4156,73.3353,73.4959
13/10/2015,SAUDI RIYAL,27.4527,27.4194,27.486
13/10/2015,CHINESE YUAN,16.2483,16.2285,16.2682
13/10/2015,AUSTRALIAN $,75.3163,75.2162,75.4163
14/10/2015,US DOLLAR,103.2257,103.125,103.3265
14/10/2015,STG POUND,157.8175,157.6389,157.9961
14/10/2015,EURO,117.585,117.4594,117.7106
14/10/2015,SA RAND,7.6407,7.6315,7.6498
14/10/2015,KES / USHS,35.5532,35.4701,35.6364
14/10/2015,KES / TSHS,21.1188,21.0498,21.1879
14/10/2015,KES / RWF,6.7087,6.6488,6.7685
14/10/2015,KES / BIF,15.074,14.8171,15.3309
14/10/2015,AE DIRHAM,28.1043,28.0765,28.1321
14/10/2015,CAN $,79.3251,79.2294,79.4208
14/10/2015,S FRANC,107.7738,107.6461,107.9015
14/10/2015,JPY (100),86.2659,86.1745,86.3573
14/10/2015,SW KRONER,12.692,12.6761,12.7079
14/10/2015,NOR KRONER,12.7056,12.6893,12.722
14/10/2015,DAN KRONER,15.758,15.7414,15.7746
14/10/2015,IND RUPEE,1.5849,1.5833,1.5866
14/10/2015,HONGKONG DOLLAR,13.3194,13.3065,13.3324
14/10/2015,SINGAPORE DOLLAR,74.0288,73.93,74.1276
14/10/2015,SAUDI RIYAL,27.5258,27.4971,27.5545
14/10/2015,CHINESE YUAN,16.2624,16.2427,16.2821
14/10/2015,AUSTRALIAN $,74.6219,74.5284,74.7154
15/10/2015,US DOLLAR,103.2442,103.1472,103.3412
15/10/2015,STG POUND,159.2283,159.0567,159.4
15/10/2015,EURO,117.9611,117.8394,118.0828
15/10/2015,SA RAND,7.8198,7.8121,7.8274
15/10/2015,KES / USHS,35.6147,35.5328,35.6966
15/10/2015,KES / TSHS,21.1151,21.0468,21.1833
15/10/2015,KES / RWF,6.7075,6.6479,6.767
15/10/2015,KES / BIF,15.0818,14.9708,15.1928
15/10/2015,AE DIRHAM,28.1097,28.0795,28.14
15/10/2015,CAN $,79.9042,79.8168,79.9916
15/10/2015,S FRANC,108.7525,108.6332,108.8719
15/10/2015,JPY (100),86.8146,86.7221,86.9071
15/10/2015,SW KRONER,12.7303,12.7168,12.7439
15/10/2015,NOR KRONER,12.7984,12.7808,12.8161
15/10/2015,DAN KRONER,15.8886,15.8725,15.9048
15/10/2015,IND RUPEE,1.5917,1.5901,1.5933
15/10/2015,HONGKONG DOLLAR,13.3218,13.3093,13.3343
15/10/2015,SINGAPORE DOLLAR,74.926,74.8311,75.0208
15/10/2015,SAUDI RIYAL,27.53,27.5037,27.5562
15/10/2015,CHINESE YUAN,16.2776,16.2616,16.2937
15/10/2015,AUSTRALIAN $,75.5077,75.4109,75.6044
16/10/2015,US DOLLAR,103.0499,102.9528,103.1471
16/10/2015,STG POUND,159.4997,159.3256,159.6739
16/10/2015,EURO,117.3786,117.2578,117.4994
16/10/2015,SA RAND,7.8532,7.8428,7.8636
16/10/2015,KES / USHS,35.6139,35.5318,35.696
16/10/2015,KES / TSHS,21.2034,21.1349,21.2719
16/10/2015,KES / RWF,7.1514,7.1107,7.1921
16/10/2015,KES / BIF,15.3561,15.2445,15.4676
16/10/2015,AE DIRHAM,28.0564,28.0296,28.0833
16/10/2015,CAN $,80.0264,79.9323,80.1204
16/10/2015,S FRANC,108.3254,108.1664,108.4845
16/10/2015,JPY (100),86.4876,86.3988,86.5763
16/10/2015,SW KRONER,12.5305,12.5154,12.5456
16/10/2015,NOR KRONER,12.734,12.7181,12.7499
16/10/2015,DAN KRONER,15.7287,15.7127,15.7448
16/10/2015,IND RUPEE,1.5859,1.5843,1.5875
16/10/2015,HONGKONG DOLLAR,13.2968,13.2842,13.3093
16/10/2015,SINGAPORE DOLLAR,74.4769,74.3986,74.5552
16/10/2015,SAUDI RIYAL,27.4778,27.4511,27.5044
16/10/2015,CHINESE YUAN,16.2116,16.1924,16.2309
16/10/2015,AUSTRALIAN $,75.0667,74.9702,75.1633
19/10/2015,US DOLLAR,102.4563,102.3561,102.5565
19/10/2015,STG POUND,158.1636,157.9939,158.3333
19/10/2015,EURO,116.4025,116.2806,116.5244
19/10/2015,SA RAND,7.836,7.8266,7.8455
19/10/2015,KES / USHS,35.625,35.5414,35.7087
19/10/2015,KES / TSHS,21.375,21.3053,21.4447
19/10/2015,KES / RWF,7.1929,7.1517,7.2341
19/10/2015,KES / BIF,15.1285,15.0649,15.1921
19/10/2015,AE DIRHAM,27.8937,27.8657,27.9217
19/10/2015,CAN $,79.2454,79.1495,79.3412
19/10/2015,S FRANC,107.3404,107.1792,107.5015
19/10/2015,JPY (100),85.8884,85.7972,85.9796
19/10/2015,SW KRONER,12.4272,12.4106,12.4439
19/10/2015,NOR KRONER,12.6474,12.6295,12.6654
19/10/2015,DAN KRONER,15.6098,15.5933,15.6262
19/10/2015,IND RUPEE,1.5805,1.5788,1.5822
19/10/2015,HONGKONG DOLLAR,13.2202,13.2072,13.2331
19/10/2015,SINGAPORE DOLLAR,74.0907,74.0049,74.1765
19/10/2015,SAUDI RIYAL,27.3126,27.284,27.3411
19/10/2015,CHINESE YUAN,16.1011,16.0829,16.1194
19/10/2015,AUSTRALIAN $,74.5165,74.4231,74.6098
21/10/2015,US DOLLAR,102.1205,102.0228,102.2182
21/10/2015,STG POUND,157.7964,157.6317,157.9611
21/10/2015,EURO,115.9864,115.8561,116.1167
21/10/2015,SA RAND,7.6854,7.6757,7.6951
21/10/2015,KES / USHS,35.3015,35.2188,35.3843
21/10/2015,KES / TSHS,21.6901,21.6204,21.7598
21/10/2015,KES / RWF,7.2921,7.2509,7.3334
21/10/2015,KES / BIF,15.0416,14.9782,15.105
21/10/2015,AE DIRHAM,27.8034,27.7764,27.8304
21/10/2015,CAN $,78.739,78.6606,78.8174
21/10/2015,S FRANC,106.8542,106.7072,107.0012
21/10/2015,JPY (100),85.1217,85.0332,85.2103
21/10/2015,SW KRONER,12.3039,12.2888,12.319
21/10/2015,NOR KRONER,12.5665,12.5503,12.5827
21/10/2015,DAN KRONER,15.5498,15.5326,15.5671
21/10/2015,IND RUPEE,1.5687,1.567,1.5703
21/10/2015,HONGKONG DOLLAR,13.1767,13.1641,13.1893
21/10/2015,SINGAPORE DOLLAR,73.4099,73.3133,73.5066
21/10/2015,SAUDI RIYAL,27.2321,27.2053,27.2589
21/10/2015,CHINESE YUAN,16.0986,16.0808,16.1164
21/10/2015,AUSTRALIAN $,74.2825,74.1808,74.3842
22/10/2015,US DOLLAR,102.0997,102.0111,102.1882
22/10/2015,STG POUND,157.6744,157.4961,157.8528
22/10/2015,EURO,115.7869,115.67,115.9039
22/10/2015,SA RAND,7.5598,7.551,7.5687
22/10/2015,KES / USHS,35.4556,35.3759,35.5353
22/10/2015,KES / TSHS,21.6456,21.5778,21.7133
22/10/2015,KES / RWF,7.2283,7.1877,7.2688
22/10/2015,KES / BIF,14.9952,14.9332,15.0572
22/10/2015,AE DIRHAM,27.7977,27.7732,27.8222
22/10/2015,CAN $,77.7902,77.7168,77.8636
22/10/2015,S FRANC,106.3982,106.2837,106.5126
22/10/2015,JPY (100),85.3106,85.2294,85.3917
22/10/2015,SW KRONER,12.2615,12.2476,12.2755
22/10/2015,NOR KRONER,12.4787,12.4642,12.4932
22/10/2015,DAN KRONER,15.5127,15.498,15.5273
22/10/2015,IND RUPEE,1.568,1.5664,1.5696
22/10/2015,HONGKONG DOLLAR,13.1742,13.1627,13.1856
22/10/2015,SINGAPORE DOLLAR,73.329,73.2575,73.4005
22/10/2015,SAUDI RIYAL,27.2248,27.1921,27.2575
22/10/2015,CHINESE YUAN,16.0792,16.062,16.0964
22/10/2015,AUSTRALIAN $,73.5475,73.4786,73.6164
23/10/2015,US DOLLAR,102.0201,101.9167,102.1235
23/10/2015,STG POUND,157.275,157.1028,157.4472
23/10/2015,EURO,113.8161,113.6944,113.9378
23/10/2015,SA RAND,7.6268,7.6164,7.6373
23/10/2015,KES / USHS,35.4343,35.3493,35.5192
23/10/2015,KES / TSHS,21.3194,21.2488,21.39
23/10/2015,KES / RWF,7.2362,7.1945,7.2778
23/10/2015,KES / BIF,15.0873,14.974,15.2007
23/10/2015,AE DIRHAM,27.7761,27.7475,27.8046
23/10/2015,CAN $,78.0896,77.9955,78.1837
23/10/2015,S FRANC,104.9266,104.7879,105.0654
23/10/2015,JPY (100),84.5412,84.438,84.6445
23/10/2015,SW KRONER,12.0926,12.0761,12.1091
23/10/2015,NOR KRONER,12.3238,12.3068,12.3408
23/10/2015,DAN KRONER,15.2089,15.1922,15.2257
23/10/2015,IND RUPEE,1.5727,1.5711,1.5743
23/10/2015,HONGKONG DOLLAR,13.1639,13.1505,13.1772
23/10/2015,SINGAPORE DOLLAR,73.5757,73.4852,73.6663
23/10/2015,SAUDI RIYAL,27.2039,27.1756,27.2322
23/10/2015,CHINESE YUAN,16.0543,16.0372,16.0713
23/10/2015,AUSTRALIAN $,74.2247,74.124,74.3255
26/10/2015,US DOLLAR,102.1572,102.0556,102.2588
26/10/2015,STG POUND,156.87,156.6972,157.0428
26/10/2015,EURO,113.0069,112.8839,113.13
26/10/2015,SA RAND,7.5033,7.4942,7.5124
26/10/2015,KES / USHS,35.0441,34.9603,35.1279
26/10/2015,KES / TSHS,21.2418,21.1718,21.3119
26/10/2015,KES / RWF,7.3907,7.2365,7.5449
26/10/2015,KES / BIF,15.0631,14.9992,15.1271
26/10/2015,AE DIRHAM,27.8134,27.7853,27.8414
26/10/2015,CAN $,77.6418,77.5439,77.7397
26/10/2015,S FRANC,104.6478,104.5223,104.7734
26/10/2015,JPY (100),84.403,84.3016,84.5044
26/10/2015,SW KRONER,12.0379,12.0238,12.052
26/10/2015,NOR KRONER,12.2066,12.1908,12.2224
26/10/2015,DAN KRONER,15.114,15.0979,15.1302
26/10/2015,IND RUPEE,1.5715,1.5698,1.5732
26/10/2015,HONGKONG DOLLAR,13.1819,13.1688,13.195
26/10/2015,SINGAPORE DOLLAR,73.2231,73.1371,73.3091
26/10/2015,SAUDI RIYAL,27.2401,27.2119,27.2683
26/10/2015,CHINESE YUAN,16.0865,16.0667,16.1063
26/10/2015,AUSTRALIAN $,74.0844,73.9903,74.1786
27/10/2015,US DOLLAR,101.6613,101.5667,101.7559
27/10/2015,STG POUND,156.1286,155.9522,156.305
27/10/2015,EURO,112.4025,112.2839,112.5211
27/10/2015,SA RAND,7.4416,7.4327,7.4504
27/10/2015,KES / USHS,34.9495,34.8678,35.0312
27/10/2015,KES / TSHS,21.3455,21.2764,21.4145
27/10/2015,KES / RWF,7.2678,7.2266,7.309
27/10/2015,KES / BIF,15.2566,15.1932,15.32
27/10/2015,AE DIRHAM,27.6784,27.6522,27.7045
27/10/2015,CAN $,77.1974,77.108,77.2869
27/10/2015,S FRANC,103.5406,103.4284,103.6527
27/10/2015,JPY (100),84.2823,84.1969,84.3677
27/10/2015,SW KRONER,11.9679,11.9546,11.9811
27/10/2015,NOR KRONER,12.1851,12.1704,12.1999
27/10/2015,DAN KRONER,15.0727,15.0565,15.0888
27/10/2015,IND RUPEE,1.5649,1.5633,1.5664
27/10/2015,HONGKONG DOLLAR,13.1178,13.1055,13.13
27/10/2015,SINGAPORE DOLLAR,73.0037,72.9279,73.0795
27/10/2015,SAUDI RIYAL,27.1086,27.0823,27.1349
27/10/2015,CHINESE YUAN,16.0076,15.989,16.0263
27/10/2015,AUSTRALIAN $,73.5621,73.4733,73.6509
28/10/2015,US DOLLAR,101.6399,101.5444,101.7353
28/10/2015,STG POUND,155.5378,155.365,155.7106
28/10/2015,EURO,112.2606,112.1378,112.3833
28/10/2015,SA RAND,7.4276,7.419,7.4362
28/10/2015,KES / USHS,34.7305,34.6487,34.8123
28/10/2015,KES / TSHS,21.3991,21.3299,21.4684
28/10/2015,KES / RWF,7.3348,7.2738,7.3958
28/10/2015,KES / BIF,15.3102,15.0498,15.5705
28/10/2015,AE DIRHAM,27.6725,27.6462,27.6989
28/10/2015,CAN $,76.5649,76.4872,76.6425
28/10/2015,S FRANC,103.0204,102.8715,103.1693
28/10/2015,JPY (100),84.3975,84.3112,84.4837
28/10/2015,SW KRONER,11.9513,11.938,11.9646
28/10/2015,NOR KRONER,11.9921,11.9773,12.0069
28/10/2015,DAN KRONER,15.0336,15.0174,15.0498
28/10/2015,IND RUPEE,1.5621,1.5605,1.5637
28/10/2015,HONGKONG DOLLAR,13.1147,13.1023,13.127
28/10/2015,SINGAPORE DOLLAR,72.7897,72.6979,72.8815
28/10/2015,SAUDI RIYAL,27.1029,27.0764,27.1294
28/10/2015,CHINESE YUAN,15.9922,15.9734,16.011
28/10/2015,AUSTRALIAN $,72.3574,72.2793,72.4355
29/10/2015,US DOLLAR,101.5571,101.4583,101.6559
29/10/2015,STG POUND,155.0022,154.8306,155.1739
29/10/2015,EURO,110.9742,110.8444,111.1039
29/10/2015,SA RAND,7.3943,7.3844,7.4042
29/10/2015,KES / USHS,34.9558,34.8726,35.039
29/10/2015,KES / TSHS,21.4658,21.3957,21.5359
29/10/2015,KES / RWF,7.2794,7.2378,7.3209
29/10/2015,KES / BIF,15.4889,15.4246,15.5532
29/10/2015,AE DIRHAM,27.65,27.6227,27.6773
29/10/2015,CAN $,76.8615,76.7693,76.9537
29/10/2015,S FRANC,102.1908,102.04,102.3416
29/10/2015,JPY (100),84.1018,84.0026,84.201
29/10/2015,SW KRONER,11.8752,11.8616,11.8889
29/10/2015,NOR KRONER,11.8538,11.8388,11.8688
29/10/2015,DAN KRONER,14.8792,14.8626,14.8957
29/10/2015,IND RUPEE,1.5592,1.5577,1.5608
29/10/2015,HONGKONG DOLLAR,13.1045,13.0917,13.1172
29/10/2015,SINGAPORE DOLLAR,72.396,72.2998,72.4923
29/10/2015,SAUDI RIYAL,27.0808,27.044,27.1176
29/10/2015,CHINESE YUAN,15.9731,15.9551,15.9912
29/10/2015,AUSTRALIAN $,72.1716,72.0861,72.257
30/10/2015,US DOLLAR,101.8,101.7,101.9
30/10/2015,STG POUND,155.6042,155.4294,155.7789
30/10/2015,EURO,111.5933,111.4678,111.7189
30/10/2015,SA RAND,7.3571,7.3485,7.3656
30/10/2015,KES / USHS,35.0197,34.9362,35.1032
30/10/2015,KES / TSHS,21.395,21.3248,21.4651
30/10/2015,KES / RWF,7.2633,7.2218,7.3048
30/10/2015,KES / BIF,15.1179,15.054,15.1819
30/10/2015,AE DIRHAM,27.7161,27.6885,27.7437
30/10/2015,CAN $,77.3116,77.2268,77.3963
30/10/2015,S FRANC,102.6417,102.4892,102.7943
30/10/2015,JPY (100),84.0454,83.9594,84.1314
30/10/2015,SW KRONER,11.9222,11.9084,11.936
30/10/2015,NOR KRONER,11.8727,11.8583,11.8871
30/10/2015,DAN KRONER,14.9873,14.9715,15.0032
30/10/2015,IND RUPEE,1.5575,1.5558,1.5593
30/10/2015,HONGKONG DOLLAR,13.1358,13.1229,13.1487
30/10/2015,SINGAPORE DOLLAR,72.5976,72.503,72.6923
30/10/2015,SAUDI RIYAL,27.1449,27.1092,27.1806
30/10/2015,CHINESE YUAN,16.0581,16.0385,16.0776
30/10/2015,AUSTRALIAN $,72.2577,72.1663,72.349
02/11/2015,US DOLLAR,101.9657,101.8667,102.0647
02/11/2015,STG POUND,157.0739,156.8956,157.2522
02/11/2015,EURO,112.7392,112.6139,112.8644
02/11/2015,SA RAND,7.369,7.3602,7.3777
02/11/2015,KES / USHS,34.8648,34.7819,34.9476
02/11/2015,KES / TSHS,21.2817,21.212,21.3514
02/11/2015,KES / RWF,7.3113,7.2503,7.3724
02/11/2015,KES / BIF,15.2887,15.0287,15.5488
02/11/2015,AE DIRHAM,27.7616,27.7309,27.7924
02/11/2015,CAN $,77.5877,77.4946,77.6807
02/11/2015,S FRANC,103.466,103.313,103.619
02/11/2015,JPY (100),84.6926,84.6069,84.7784
02/11/2015,SW KRONER,12.0152,12.0018,12.0286
02/11/2015,NOR KRONER,12.042,12.0282,12.0558
02/11/2015,DAN KRONER,15.1335,15.1182,15.1488
02/11/2015,IND RUPEE,1.5586,1.5568,1.5603
02/11/2015,HONGKONG DOLLAR,13.157,13.1443,13.1698
02/11/2015,SINGAPORE DOLLAR,72.83,72.7463,72.9138
02/11/2015,SAUDI RIYAL,27.1872,27.1594,27.2151
02/11/2015,CHINESE YUAN,16.1387,16.1227,16.1546
02/11/2015,AUSTRALIAN $,72.6149,72.5189,72.7109
03/11/2015,US DOLLAR,102.0099,101.9139,102.1059
03/11/2015,STG POUND,157.6439,157.4689,157.8189
03/11/2015,EURO,112.5483,112.4261,112.6706
03/11/2015,SA RAND,7.3819,7.3736,7.3901
03/11/2015,KES / USHS,34.7026,34.6209,34.7843
03/11/2015,KES / TSHS,21.2921,21.2231,21.3612
03/11/2015,KES / RWF,7.3082,7.2474,7.369
03/11/2015,KES / BIF,15.2919,15.0324,15.5514
03/11/2015,AE DIRHAM,27.7737,27.7437,27.8036
03/11/2015,CAN $,77.8999,77.8147,77.9851
03/11/2015,S FRANC,103.4321,103.319,103.5452
03/11/2015,JPY (100),84.5608,84.4777,84.6439
03/11/2015,SW KRONER,11.9674,11.9519,11.9829
03/11/2015,NOR KRONER,12.0302,12.0146,12.0458
03/11/2015,DAN KRONER,15.0902,15.0749,15.1055
03/11/2015,IND RUPEE,1.5552,1.5535,1.5569
03/11/2015,HONGKONG DOLLAR,13.1626,13.1502,13.175
03/11/2015,SINGAPORE DOLLAR,72.7266,72.6503,72.8028
03/11/2015,SAUDI RIYAL,27.2008,27.1662,27.2355
03/11/2015,CHINESE YUAN,16.0966,16.0808,16.1124
03/11/2015,AUSTRALIAN $,72.8096,72.7258,72.8934
04/11/2015,US DOLLAR,102.0086,101.9083,102.1088
04/11/2015,STG POUND,156.9803,156.8011,157.1594
04/11/2015,EURO,111.7428,111.6217,111.8639
04/11/2015,SA RAND,7.3718,7.3625,7.3811
04/11/2015,KES / USHS,34.5756,34.4926,34.6586
04/11/2015,KES / TSHS,21.2532,21.1833,21.3231
04/11/2015,KES / RWF,7.3083,7.2472,7.3694
04/11/2015,KES / BIF,15.2656,15.0056,15.5257
04/11/2015,AE DIRHAM,27.7729,27.743,27.8029
04/11/2015,CAN $,77.7712,77.6918,77.8506
04/11/2015,S FRANC,102.8572,102.7405,102.9738
